ClientCode,Exchange,Token,instrument,symbol,expiry,strike,c/p,dayQty,dayValue,LTP,MTM,SerialNO,OpenQty,OpenAmt,netQty,NetValue,FUT_MTM,OPT_MTM,NET_PREM,Prem_Margin,
A2166,NSEFO,62940,FUTSTK,ADANIENT,20221229,0.0, ,0,0.0,3947.8,0.0,153,1750,-6908650.0,1750,-6908650.0,0.0,0.0,0.0,0.0,
A2166,NSEFO,63883,FUTSTK,BHARATFORG,20221229,0.0, ,0,0.0,851.0,0.0,154,2000,-1702000.0,2000,-1702000.0,0.0,0.0,0.0,0.0,
A2166,NSEFO,64026,FUTSTK,IDFCFIRSTB,20221229,0.0, ,0,0.0,57.3,0.0,155,15000,-859500.0,15000,-859500.0,0.0,0.0,0.0,0.0,
A2221,NSEFO,129789,OPTSTK,HAL,20221229,2500.0,PE,0,0.0,23.5,0.0,156,-950,22325.0,-950,22325.0,0.0,0.0,-22325.0,0.0,
A2221,NSEFO,133433,OPTSTK,INDUSINDBK,20221229,1100.0,PE,0,0.0,9.75,0.0,157,-1800,17550.0,-1800,17550.0,0.0,0.0,-17550.0,0.0,
A2221,NSEFO,144483,OPTSTK,TATAMOTORS,20221229,400.0,PE,0,0.0,4.45,0.0,158,-2850,12682.5,-2850,12682.5,0.0,0.0,-12682.5,0.0,
A2684,NSEFO,63884,FUTSTK,BHARTIARTL,20221229,0.0, ,0,0.0,855.45,0.0,159,5700,-4876065.0,5700,-4876065.0,0.0,0.0,0.0,0.0,
A2684,NSEFO,64037,FUTSTK,INDUSINDBK,20221229,0.0, ,0,0.0,1184.0,0.0,160,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
A2142,NSEFO,62940,FUTSTK,ADANIENT,20221229,0.0, ,0,0.0,3947.8,0.0,161,-500,1973900,-500,1973900,0.0,0.0,0.0,0.0,
A2142,NSEFO,62809,FUTIDX,NIFTY,20221229,0.0, ,0,0.0,18626.15,0.0,162,-50,931307.5000000001,-50,931307.5000000001,0.0,0.0,0.0,0.0,
A2158,NSEFO,63974,FUTSTK,GLENMARK,20221229,0.0, ,0,0.0,422.55,0.0,163,10350,-4373392.5,10350,-4373392.5,0.0,0.0,0.0,0.0,
A2221,NSEFO,68786,FUTSTK,TITAN,20221229,0.0, ,0,0.0,2631.55,0.0,164,750,-1973662.5000000002,750,-1973662.5000000002,0.0,0.0,0.0,0.0,
A2221,NSEFO,143556,OPTSTK,SUNPHARMA,20221229,1020.0,PE,0,0.0,15.7,0.0,165,-2800,43960.0,-2800,43960.0,0.0,0.0,-43960.0,0.0,
A2268,NSEFO,111434,OPTSTK,BHARATFORG,20221229,800.0,PE,0,0.0,9.6,0.0,166,-1000,9600.0,-1000,9600.0,0.0,0.0,-9600.0,0.0,
A2268,NSEFO,91854,OPTSTK,ADANIPORTS,20221229,1080.0,CE,0,0.0,2.25,0.0,167,-1250,2812.5,-1250,2812.5,0.0,0.0,-2812.5,0.0,
A2684,NSEFO,68730,FUTSTK,PEL,20221229,0.0, ,0,0.0,804.7,0.0,168,825,-663877.5,825,-663877.5,0.0,0.0,0.0,0.0,
A0020,NSEFO,50399,OPTIDX,BANKNIFTY,20221201,39500.0,PE,0,0.0,6.7,0.0,169,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
A0020,NSEFO,50662,OPTIDX,BANKNIFTY,20221201,43500.0,CE,0,0.0,111.95,0.0,170,-200,22390.0,-200,22390.0,0.0,0.0,-22390.0,0.0,
A0020,NSEFO,50593,OPTIDX,BANKNIFTY,20221201,42700.0,PE,0,0.0,141.85,0.0,171,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
A0042,NSEFO,91835,OPTSTK,ADANIPORTS,20221229,880.0,PE,0,0.0,32.1,0.0,172,-5000,160500.0,-5000,160500.0,0.0,0.0,-160500.0,0.0,
A0042,NSEFO,142107,OPTSTK,RELIANCE,20221229,2800.0,CE,0,0.0,8.9,0.0,173,2000,-17800.0,2000,-17800.0,0.0,0.0,17800.0,0.0,
A0042,NSEFO,142078,OPTSTK,RELIANCE,20221229,2500.0,PE,0,0.0,21.8,0.0,174,-4000,87200.0,-4000,87200.0,0.0,0.0,-87200.0,0.0,
A0042,NSEFO,142815,OPTSTK,SBIN,20221229,660.0,CE,0,0.0,2.9,0.0,175,-3000,8700.0,-3000,8700.0,0.0,0.0,-8700.0,0.0,
A0042,NSEFO,142784,OPTSTK,SBIN,20221229,580.0,PE,0,0.0,4.9,0.0,176,-3000,14700.000000000002,-3000,14700.000000000002,0.0,0.0,-14700.000000000002,0.0,
A0020,NSEFO,53907,OPTIDX,FINNIFTY,20221129,19150.0,CE,0,0.0,164.0,0.0,177,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
A0020,NSEFO,39837,OPTIDX,FINNIFTY,20221129,19300.0,CE,0,0.0,81.55,0.0,178,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
A0042,NSEFO,62863,FUTSTK,ABCAPITAL,20221229,0.0, ,0,0.0,130.25,0.0,179,10800,-1406700.0,10800,-1406700.0,0.0,0.0,0.0,0.0,
A0042,NSEFO,63983,FUTSTK,GUJGASLTD,20221229,0.0, ,0,0.0,496.85,0.0,180,2500,-1242125.0,2500,-1242125.0,0.0,0.0,0.0,0.0,
A0042,NSEFO,68625,FUTSTK,ITC,20221229,0.0, ,0,0.0,343.6,0.0,181,12800,-4398080.0,12800,-4398080.0,0.0,0.0,0.0,0.0,
A0042,NSEFO,68756,FUTSTK,SBIN,20221229,0.0, ,0,0.0,611.7,0.0,182,1500,-917550.0000000001,1500,-917550.0000000001,0.0,0.0,0.0,0.0,
A0042,NSEFO,97551,OPTSTK,ASHOKLEY,20221229,160.0,CE,0,0.0,1.25,0.0,183,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
A0042,NSEFO,111102,OPTSTK,BEL,20221229,105.0,PE,0,0.0,2.55,0.0,184,-17100,43605.0,-17100,43605.0,0.0,0.0,-43605.0,0.0,
A0042,NSEFO,111980,OPTSTK,BHEL,20221229,75.0,PE,0,0.0,3.25,0.0,185,-10500,34125.0,-10500,34125.0,0.0,0.0,-34125.0,0.0,
A0042,NSEFO,110588,OPTSTK,BANKBARODA,20221229,170.0,PE,0,0.0,6.45,0.0,186,-5850,37732.5,-5850,37732.5,0.0,0.0,-37732.5,0.0,
A0042,NSEFO,128400,OPTSTK,FEDERALBNK,20221229,135.0,PE,0,0.0,4.75,0.0,187,-5000,23750.0,-5000,23750.0,0.0,0.0,-23750.0,0.0,
A0042,NSEFO,129606,OPTSTK,GUJGASLTD,20221229,550.0,CE,0,0.0,5.55,0.0,188,-2500,13875.0,-2500,13875.0,0.0,0.0,-13875.0,0.0,
A0042,NSEFO,133699,OPTSTK,INFY,20221229,1600.0,PE,0,0.0,22.7,0.0,189,-1500,34050.0,-1500,34050.0,0.0,0.0,-34050.0,0.0,
A0042,NSEFO,137002,OPTSTK,MARUTI,20221229,9000.0,PE,0,0.0,220.7,0.0,190,-800,176560.0,-800,176560.0,0.0,0.0,-176560.0,0.0,
A0042,NSEFO,148923,OPTSTK,TVSMOTOR,20221229,1100.0,PE,0,0.0,63.3,0.0,191,-3500,221550.0,-3500,221550.0,0.0,0.0,-221550.0,0.0,
A0042,NSEFO,147310,OPTSTK,TORNTPOWER,20221229,600.0,CE,0,0.0,5.85,0.0,192,-6000,35100.0,-6000,35100.0,0.0,0.0,-35100.0,0.0,
A0042,NSEFO,151770,OPTSTK,VEDL,20221229,340.0,CE,0,0.0,4.35,0.0,193,-3100,13484.999999999998,-3100,13484.999999999998,0.0,0.0,-13484.999999999998,0.0,
A0042,NSEFO,50652,OPTIDX,BANKNIFTY,20221201,43300.0,CE,0,0.0,176.9,0.0,194,-300,53070.0,-300,53070.0,0.0,0.0,-53070.0,0.0,
A0042,NSEFO,50614,OPTIDX,BANKNIFTY,20221201,43000.0,CE,0,0.0,310.4,0.0,195,-200,62079.99999999999,-200,62079.99999999999,0.0,0.0,-62079.99999999999,0.0,
A0042,NSEFO,136390,OPTSTK,M&M,20221229,1300.0,PE,0,0.0,56.3,0.0,196,-2800,157640.0,-2800,157640.0,0.0,0.0,-157640.0,0.0,
A0042,NSEFO,91844,OPTSTK,ADANIPORTS,20221229,980.0,CE,0,0.0,7.3,0.0,197,-1250,9125.0,-1250,9125.0,0.0,0.0,-9125.0,0.0,
A0042,NSEFO,139470,OPTSTK,NTPC,20221229,160.0,PE,0,0.0,1.0,0.0,198,-11400,11400.0,-11400,11400.0,0.0,0.0,-11400.0,0.0,
A0042,NSEFO,142068,OPTSTK,RELIANCE,20221229,2400.0,PE,0,0.0,7.2,0.0,199,-1000,7200.0,-1000,7200.0,0.0,0.0,-7200.0,0.0,
A0042,NSEFO,151751,OPTSTK,VEDL,20221229,290.0,PE,0,0.0,4.4,0.0,200,-3100,13640.000000000002,-3100,13640.000000000002,0.0,0.0,-13640.000000000002,0.0,
A0045,NSEFO,68777,FUTSTK,TATAPOWER,20221229,0.0, ,0,0.0,222.8,0.0,201,3375,-751950.0,3375,-751950.0,0.0,0.0,0.0,0.0,
A0052,NSEFO,68778,FUTSTK,TATASTEEL,20221229,0.0, ,0,0.0,106.35,0.0,202,4250,-451987.5,4250,-451987.5,0.0,0.0,0.0,0.0,
A0103,NSEFO,48214,FUTSTK,IEX,20230125,0.0, ,0,0.0,149.35,0.0,203,7500,-1120125.0,7500,-1120125.0,0.0,0.0,0.0,0.0,
A0104,NSEFO,68751,FUTSTK,RECLTD,20221229,0.0, ,0,0.0,104.35,0.0,204,16000,-1669600.0,16000,-1669600.0,0.0,0.0,0.0,0.0,
6405,NSEFO,123660,OPTSTK,EICHERMOT,20221229,3200.0,PE,0,0.0,41.45,0.0,205,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,123671,OPTSTK,EICHERMOT,20221229,3500.0,CE,0,0.0,73.2,0.0,206,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,128981,OPTSTK,GNFC,20221229,560.0,PE,0,0.0,9.2,0.0,207,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,130583,OPTSTK,HDFCAMC,20221229,2200.0,CE,0,0.0,34.65,0.0,208,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,130831,OPTSTK,HDFCLIFE,20221229,570.0,CE,0,0.0,19.1,0.0,209,-2200,42020.0,-2200,42020.0,0.0,0.0,-42020.0,0.0,
6405,NSEFO,152442,OPTSTK,WIPRO,20221229,400.0,CE,0,0.0,12.15,0.0,210,-1000,12150.0,-1000,12150.0,0.0,0.0,-12150.0,0.0,
6405,NSEFO,152443,OPTSTK,WIPRO,20221229,400.0,PE,0,0.0,10.1,0.0,211,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,152447,OPTSTK,WIPRO,20221229,410.0,PE,0,0.0,15.5,0.0,212,1000,-15500.0,1000,-15500.0,0.0,0.0,15500.0,0.0,
6405,NSEFO,152568,OPTSTK,ZEEL,20221229,260.0,CE,0,0.0,7.6,0.0,213,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
19738,NSEFO,64027,FUTSTK,IEX,20221229,0.0, ,0,0.0,148.5,0.0,214,3750,-556875.0,3750,-556875.0,0.0,0.0,0.0,0.0,
A0017,NSEFO,63883,FUTSTK,BHARATFORG,20221229,0.0, ,0,0.0,851.0,0.0,215,3000,-2553000.0,3000,-2553000.0,0.0,0.0,0.0,0.0,
A0017,NSEFO,64033,FUTSTK,INDHOTEL,20221229,0.0, ,0,0.0,320.35,0.0,216,24132,-7730686.2,24132,-7730686.2,0.0,0.0,0.0,0.0,
A0017,NSEFO,68803,FUTSTK,VOLTAS,20221229,0.0, ,0,0.0,826.25,0.0,217,3500,-2891875.0,3500,-2891875.0,0.0,0.0,0.0,0.0,
6405,NSEFO,62808,FUTIDX,BANKNIFTY,20221229,0.0, ,0,0.0,43284.25,0.0,218,-375,16231593,-375,16231593,0.0,0.0,0.0,0.0,
6405,NSEFO,43673,OPTIDX,BANKNIFTY,20221208,42500.0,CE,0,0.0,839.5,0.0,219,-100,83950.0,-100,83950.0,0.0,0.0,-83950.0,0.0,
6405,NSEFO,45713,OPTIDX,BANKNIFTY,20221215,43000.0,PE,0,0.0,488.0,0.0,220,-1000,488000.0,-1000,488000.0,0.0,0.0,-488000.0,0.0,
6405,NSEFO,50663,OPTIDX,BANKNIFTY,20221201,43500.0,PE,0,0.0,538.0,0.0,221,-100,53800.0,-100,53800.0,0.0,0.0,-53800.0,0.0,
6405,NSEFO,50508,OPTIDX,BANKNIFTY,20221201,41600.0,PE,0,0.0,25.25,0.0,222,-2300,58075.0,-2300,58075.0,0.0,0.0,-58075.0,0.0,
6405,NSEFO,50656,OPTIDX,BANKNIFTY,20221201,43400.0,CE,0,0.0,138.5,0.0,223,-125,17312.5,-125,17312.5,0.0,0.0,-17312.5,0.0,
6405,NSEFO,50579,OPTIDX,BANKNIFTY,20221201,42300.0,PE,0,0.0,65.95,0.0,224,3000,-197850.0,3000,-197850.0,0.0,0.0,197850.0,0.0,
6405,NSEFO,62809,FUTIDX,NIFTY,20221229,0.0, ,0,0.0,18626.15,0.0,225,-1300,24213995,-1300,24213995,0.0,0.0,0.0,0.0,
6405,NSEFO,50571,OPTIDX,BANKNIFTY,20221201,42100.0,PE,0,0.0,48.6,0.0,226,200,-9720.0,200,-9720.0,0.0,0.0,9720.0,0.0,
6405,NSEFO,50655,OPTIDX,BANKNIFTY,20221201,43300.0,PE,0,0.0,397.1,0.0,227,-100,39710.0,-100,39710.0,0.0,0.0,-39710.0,0.0,
6405,NSEFO,50589,OPTIDX,BANKNIFTY,20221201,42500.0,PE,0,0.0,95.8,0.0,228,-1150,110170.0,-1150,110170.0,0.0,0.0,-110170.0,0.0,
6405,NSEFO,50613,OPTIDX,BANKNIFTY,20221201,42900.0,PE,0,0.0,208.95,0.0,229,-100,20895.0,-100,20895.0,0.0,0.0,-20895.0,0.0,
6405,NSEFO,50620,OPTIDX,BANKNIFTY,20221201,43000.0,PE,0,0.0,249.15,0.0,230,-6500,1619475,-6500,1619475,0.0,0.0,-1619475.0,0.0,
6405,NSEFO,50592,OPTIDX,BANKNIFTY,20221201,42700.0,CE,0,0.0,498.7,0.0,231,-100,49870.0,-100,49870.0,0.0,0.0,-49870.0,0.0,
6405,NSEFO,35269,OPTIDX,BANKNIFTY,20221201,44300.0,CE,0,0.0,19.5,0.0,232,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,53905,OPTIDX,FINNIFTY,20221129,19050.0,PE,0,0.0,26.2,0.0,233,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,39837,OPTIDX,FINNIFTY,20221129,19300.0,CE,0,0.0,81.55,0.0,234,-800,65240.0,-800,65240.0,0.0,0.0,-65240.0,0.0,
6405,NSEFO,39836,OPTIDX,FINNIFTY,20221129,19200.0,PE,0,0.0,67.35,0.0,235,-1200,80820.0,-1200,80820.0,0.0,0.0,-80820.0,0.0,
6405,NSEFO,39843,OPTIDX,FINNIFTY,20221129,19500.0,CE,0,0.0,22.9,0.0,236,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,50048,OPTIDX,NIFTY,20221201,18450.0,CE,0,0.0,135.1,0.0,237,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,49993,OPTIDX,NIFTY,20221201,17700.0,CE,0,0.0,810.4,0.0,238,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
6405,NSEFO,49990,OPTIDX,NIFTY,20221201,17600.0,PE,0,0.0,4.2,0.0,239,5000,-21000.0,5000,-21000.0,0.0,0.0,21000.0,0.0,
6405,NSEFO,50058,OPTIDX,NIFTY,20221201,18600.0,CE,0,0.0,64.15,0.0,240,150,-9622.5,150,-9622.5,0.0,0.0,9622.5,0.0,
6405,NSEFO,50030,OPTIDX,NIFTY,20221201,18100.0,PE,0,0.0,15.15,0.0,241,-16000,242400.0,-16000,242400.0,0.0,0.0,-242400.0,0.0,
PN004,NSEFO,128924,OPTSTK,GMRINFRA,20221229,45.0,CE,0,0.0,0.35,0.0,242,22500,-7874.999999999999,22500,-7874.999999999999,0.0,0.0,7874.999999999999,0.0,
PV805,NSEFO,42889,OPTIDX,NIFTY,20221208,18650.0,CE,0,0.0,102.6,0.0,243,50,-5130.0,50,-5130.0,0.0,0.0,5130.0,0.0,
SKB041,NSEFO,62808,FUTIDX,BANKNIFTY,20221229,0.0, ,0,0.0,43284.25,0.0,244,25,-1082106.25,25,-1082106.25,0.0,0.0,0.0,0.0,
SSM171,NSEFO,130825,OPTSTK,HDFCLIFE,20221229,540.0,CE,0,0.0,40.2,0.0,245,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
SSM171,NSEFO,136385,OPTSTK,M&M,20221229,1260.0,CE,0,0.0,34.9,0.0,246,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
SSM171,NSEFO,91832,OPTSTK,ADANIPORTS,20221229,860.0,CE,0,0.0,47.6,0.0,247,625,-29750.0,625,-29750.0,0.0,0.0,29750.0,0.0,
SSM171,NSEFO,146027,OPTSTK,TITAN,20221229,2500.0,PE,0,0.0,21.9,0.0,248,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
SSM171,NSEFO,86407,OPTIDX,NIFTY,20221229,18200.0,PE,0,0.0,127.15,0.0,249,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
SSM189,NSEFO,144482,OPTSTK,TATAMOTORS,20221229,400.0,CE,0,0.0,31.85,0.0,250,1425,-45386.25,1425,-45386.25,0.0,0.0,45386.25,0.0,
SSM189,NSEFO,143895,OPTSTK,TATACHEM,20221229,1000.0,CE,0,0.0,56.35,0.0,251,500,-28175.0,500,-28175.0,0.0,0.0,28175.0,0.0,
SSS014,NSEFO,50614,OPTIDX,BANKNIFTY,20221201,43000.0,CE,0,0.0,310.4,0.0,252,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
SSY333,NSEFO,144482,OPTSTK,TATAMOTORS,20221229,400.0,CE,0,0.0,31.85,0.0,253,2850,-90772.5,2850,-90772.5,0.0,0.0,90772.5,0.0,
V11020,NSEFO,109349,OPTSTK,BAJAJFINSV,20221229,1700.0,CE,0,0.0,34.45,0.0,254,0,0.0,0,0.0,0.0,0.0,-0.0,0.0,
V20015,NSEFO,50089,OPTIDX,NIFTY,20221201,19000.0,CE,0,0.0,4.3,0.0,255,1500,-6450.0,1500,-6450.0,0.0,0.0,6450.0,0.0,
V25009,NSEFO,58421,OPTIDX,BANKNIFTY,20221229,42000.0,PE,0,0.0,312.3,0.0,256,25,-7807.5,25,-7807.5,0.0,0.0,7807.5,0.0,
A0119,NSEFO,50022,OPTIDX,NIFTY,20221201,18000.0,PE,0,0.0,10.3,0.0,257,-250,2575.0,-250,2575.0,0.0,0.0,-2575.0,0.0,
A0120,NSEFO,144522,OPTSTK,TATAMOTORS,20221229,500.0,CE,0,0.0,1.15,0.0,258,-2850,3277.4999999999995,-2850,3277.4999999999995,0.0,0.0,-3277.4999999999995,0.0,
A0132,NSEFO,145184,OPTSTK,TCS,20221229,3600.0,CE,0,0.0,14.7,0.0,259,-150,2205.0,-150,2205.0,0.0,0.0,-2205.0,0.0,
A0355,NSEFO,62941,FUTSTK,ADANIPORTS,20221229,0.0, ,0,0.0,883.75,0.0,260,1875,-1657031.25,1875,-1657031.25,0.0,0.0,0.0,0.0,
A0374,NSEFO,68774,FUTSTK,TATACOMM,20221229,0.0, ,0,0.0,1300.7,0.0,261,1000,-1300700.0,1000,-1300700.0,0.0,0.0,0.0,0.0,
A0374,NSEFO,55301,FUTSTK,UPL,20230125,0.0, ,0,0.0,785.1,0.0,262,1300,-1020630.0,1300,-1020630.0,0.0,0.0,0.0,0.0,
A0654,NSEFO,90693,OPTSTK,ADANIENT,20221229,3800.0,PE,0,0.0,111.85,0.0,263,-250,27962.5,-250,27962.5,0.0,0.0,-27962.5,0.0,
A1616,NSEFO,62939,FUTSTK,ACC,20221229,0.0, ,0,0.0,2479.05,0.0,264,2500,-6197625.0,2500,-6197625.0,0.0,0.0,0.0,0.0,
A1616,NSEFO,63876,FUTSTK,BALKRISIND,20221229,0.0, ,0,0.0,1991.2,0.0,265,-600,1194720,-600,1194720,0.0,0.0,0.0,0.0,
A1616,NSEFO,68700,FUTSTK,MFSL,20221229,0.0, ,0,0.0,663.0,0.0,266,65000,-43095000.0,65000,-43095000.0,0.0,0.0,0.0,0.0,
A1616,NSEFO,68801,FUTSTK,UPL,20221229,0.0, ,0,0.0,780.0,0.0,267,3900,-3042000.0,3900,-3042000.0,0.0,0.0,0.0,0.0,
A1616,NSEFO,133306,OPTSTK,INDIGO,20221229,1900.0,CE,0,0.0,79.0,0.0,268,-300,23700.0,-300,23700.0,0.0,0.0,-23700.0,0.0,
6405,NSEFO,139481,OPTSTK,NTPC,20221229,175.0,CE,0,0.0,3.0,0.0,269,-34200,102600.0,-34200,102600.0,0.0,0.0,-102600.0,0.0,
6405,NSEFO,132289,OPTSTK,ICICIPRULI,20221229,450.0,PE,0,0.0,8.9,0.0,270,10500,-93450.0,10500,-93450.0,0.0,0.0,93450.0,0.0,
6405,NSEFO,132298,OPTSTK,ICICIPRULI,20221229,500.0,CE,0,0.0,6.25,0.0,271,-34500,215625.0,-34500,215625.0,0.0,0.0,-215625.0,0.0,
6405,NSEFO,134276,OPTSTK,IRCTC,20221229,760.0,CE,0,0.0,10.0,0.0,272,7000,-70000.0,7000,-70000.0,0.0,0.0,70000.0,0.0,
6405,NSEFO,135177,OPTSTK,KOTAKBANK,20221229,2040.0,CE,0,0.0,21.2,0.0,273,-800,16960.0,-800,16960.0,0.0,0.0,-16960.0,0.0,
A0104,NSEFO,68706,FUTSTK,MRF,20221229,0.0, ,0,0.0,89138.9,0.0,274,30,-2674167.0,30,-2674167.0,0.0,0.0,0.0,0.0,
A0111,NSEFO,124851,OPTSTK,ESCORTS,20221229,2200.0,CE,0,0.0,68.5,0.0,275,825,-56512.5,825,-56512.5,0.0,0.0,56512.5,0.0,
A0119,NSEFO,144522,OPTSTK,TATAMOTORS,20221229,500.0,CE,0,0.0,1.15,0.0,276,-11400,13109.999999999998,-11400,13109.999999999998,0.0,0.0,-13109.999999999998,0.0,
A0119,NSEFO,144479,OPTSTK,TATAMOTORS,20221229,390.0,PE,0,0.0,2.9,0.0,277,-11400,33060.0,-11400,33060.0,0.0,0.0,-33060.0,0.0,
A0209,NSEFO,68747,FUTSTK,RAIN,20221229,0.0, ,0,0.0,177.25,0.0,278,7000,-1240750.0,7000,-1240750.0,0.0,0.0,0.0,0.0,
A2166,NSEFO,68751,FUTSTK,RECLTD,20221229,0.0, ,0,0.0,104.35,0.0,279,192000,-20035200.0,192000,-20035200.0,0.0,0.0,0.0,0.0,
A2166,NSEFO,62808,FUTIDX,BANKNIFTY,20221229,0.0, ,0,0.0,43284.25,0.0,280,5000,-216421250.0,5000,-216421250.0,0.0,0.0,0.0,0.0,
A2166,NSEFO,62809,FUTIDX,NIFTY,20221229,0.0, ,0,0.0,18626.15,0.0,281,13300,-247727795.00000003,13300,-247727795.00000003,0.0,0.0,0.0,0.0,
A2221,NSEFO,117984,OPTSTK,CUMMINSIND,20221229,1300.0,PE,0,0.0,16.2,0.0,282,-1200,19440.0,-1200,19440.0,0.0,0.0,-19440.0,0.0,
A2221,NSEFO,91827,OPTSTK,ADANIPORTS,20221229,800.0,PE,0,0.0,7.8,0.0,283,-2500,19500.0,-2500,19500.0,0.0,0.0,-19500.0,0.0,
A2221,NSEFO,143552,OPTSTK,SUNPHARMA,20221229,1000.0,PE,0,0.0,9.8,0.0,284,-2800,27440.000000000004,-2800,27440.000000000004,0.0,0.0,-27440.000000000004,0.0,
A2268,NSEFO,50614,OPTIDX,BANKNIFTY,20221201,43000.0,CE,0,0.0,310.4,0.0,285,500,-155200.0,500,-155200.0,0.0,0.0,155200.0,0.0,
A2684,NSEFO,63953,FUTSTK,DLF,20221229,0.0, ,0,0.0,396.05,0.0,286,3300,-1306965.0,3300,-1306965.0,0.0,0.0,0.0,0.0,
A2684,NSEFO,63982,FUTSTK,GRASIM,20221229,0.0, ,0,0.0,1737.95,0.0,287,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
A2684,NSEFO,64019,FUTSTK,ICICIBANK,20221229,0.0, ,0,0.0,944.95,0.0,288,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
A2684,NSEFO,68653,FUTSTK,LTI,20221229,0.0, ,0,0.0,4966.35,0.0,289,450,-2234857.5,450,-2234857.5,0.0,0.0,0.0,0.0,
A2684,NSEFO,62941,FUTSTK,ADANIPORTS,20221229,0.0, ,0,0.0,883.75,0.0,290,2500,-2209375.0,2500,-2209375.0,0.0,0.0,0.0,0.0,
A2684,NSEFO,68756,FUTSTK,SBIN,20221229,0.0, ,0,0.0,611.7,0.0,291,-6000,3670200,-6000,3670200,0.0,0.0,0.0,0.0,
A2689,NSEFO,64019,FUTSTK,ICICIBANK,20221229,0.0, ,0,0.0,944.95,0.0,292,4125,-3897918.75,4125,-3897918.75,0.0,0.0,0.0,0.0,
A2689,NSEFO,68756,FUTSTK,SBIN,20221229,0.0, ,0,0.0,611.7,0.0,293,6000,-3670200.0000000005,6000,-3670200.0000000005,0.0,0.0,0.0,0.0,
A2689,NSEFO,50620,OPTIDX,BANKNIFTY,20221201,43000.0,PE,0,0.0,249.15,0.0,294,1500,-373725.0,1500,-373725.0,0.0,0.0,373725.0,0.0,
A2689,NSEFO,50046,OPTIDX,NIFTY,20221201,18400.0,CE,0,0.0,168.15,0.0,295,2500,-420375.0,2500,-420375.0,0.0,0.0,420375.0,0.0,
A2689,NSEFO,50043,OPTIDX,NIFTY,20221201,18350.0,CE,0,0.0,203.15,0.0,296,2500,-507875.0,2500,-507875.0,0.0,0.0,507875.0,0.0,
MM736,NSEFO,55290,FUTSTK,TCS,20230125,0.0, ,0,0.0,3422.95,0.0,297,350,-1198032.5,350,-1198032.5,0.0,0.0,0.0,0.0,
A0042,NSEFO,52171,OPTSTK,PNB,20221229,54.0,CE,0,0.0,1.6,0.0,298,-16000,25600.0,-16000,25600.0,0.0,0.0,-25600.0,0.0,
A0042,NSEFO,144073,OPTSTK,TATACOMM,20221229,1200.0,PE,0,0.0,10.5,0.0,299,-2000,21000.0,-2000,21000.0,0.0,0.0,-21000.0,0.0,
A0042,NSEFO,144487,OPTSTK,TATAMOTORS,20221229,410.0,PE,0,0.0,6.95,0.0,300,-2850,19807.5,-2850,19807.5,0.0,0.0,-19807.5,0.0,
A0042,NSEFO,144615,OPTSTK,TATAPOWER,20221229,225.0,PE,0,0.0,7.7,0.0,301,-27000,207900.0,-27000,207900.0,0.0,0.0,-207900.0,0.0,
A0042,NSEFO,145145,OPTSTK,TCS,20221229,3200.0,PE,0,0.0,14.85,0.0,302,-450,6682.5,-450,6682.5,0.0,0.0,-6682.5,0.0,
A0042,NSEFO,146046,OPTSTK,TITAN,20221229,2700.0,CE,0,0.0,39.85,0.0,303,-375,14943.75,-375,14943.75,0.0,0.0,-14943.75,0.0,
A0042,NSEFO,152565,OPTSTK,ZEEL,20221229,250.0,PE,0,0.0,6.8,0.0,304,-6000,40800.0,-6000,40800.0,0.0,0.0,-40800.0,0.0,
A0103,NSEFO,63878,FUTSTK,BANDHANBNK,20221229,0.0, ,0,0.0,214.7,0.0,305,7200,-1545840.0,7200,-1545840.0,0.0,0.0,0.0,0.0,
A0104,NSEFO,48174,FUTSTK,HINDCOPPER,20230125,0.0, ,0,0.0,116.0,0.0,306,9600,-1113600.0,9600,-1113600.0,0.0,0.0,0.0,0.0,
